ID,How likely are you to vote in the 2024 Presidential Election?,How enthusiastic are you to vote in the 2024 Presidential Election?,How often do you vote?," If the 2024 presidential election were held today, who would you vote for if the candidates were:",Party ID (With Leaners),Are you closer to being a:,"Who did you vote for in the 2020 presidential election, or did you not vote?",Which issue would you say is most important to your vote?,"Regardless of who you're supporting, which candidate would better handle the economy and jobs?","Regardless of who you're supporting, which candidate would better handle immigration and border security?","Regardless of who you're supporting, which candidate would better handle abortion rights and restrictions?",Do you support the construction of a border wall along the southern border?,Do you support the mass deportation of undocumented immigrants currently living in the United States?,Age,Gender,Race,Race/Education,Education Level,US Region,US Zip Code,LV Score
82,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Republican,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Unsure,45-64,Female,Other,Non White No College,No College,West,88101,6
116,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Republican,,"Joe Biden, the Democrat",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Yes,18-29,Male,Other,Non White College,College,Northeast,06516,6
120,Likely,Not very,Only in presidential elections,"Kamala Harris, the Democrat",Independent,Neither,"Joe Biden, the Democrat",Other,Unsure,Unsure,Kamala Harris,No,Unsure,30-44,Male,Black or African American,Non White No College,No College,South,30058,6
136,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Independent,Neither,I did not vote,Other,Unsure,Donald Trump,Donald Trump,Unsure,No,18-29,Male,Black or African American,Non White No College,No College,Midwest,67208,6
234,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Independent,Neither,"Donald Trump, the Republican",The economy and jobs,Unsure,Unsure,Unsure,Unsure,Unsure,45-64,Male,White,White No College,No College,South,37777,6
294,Likely,Somewhat,Sometimes,Undecided,Independent,Neither,"Donald Trump, the Republican",The economy and jobs,Unsure,Unsure,Kamala Harris,Unsure,Unsure,30-44,Female,White,White College,College,South,29229,6
310,Likely,Somewhat,Sometimes,Undecided,Independent,Neither,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Unsure,Kamala Harris,Unsure,No,65+,Male,White,White No College,No College,West,98012,6
325,Likely,Very,Rarely,"Donald Trump, the Republican",Republican,,I did not vote,Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Male,White,White No College,No College,Northeast,04414,6
337,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Independent,Neither,"Joe Jorgensen, the Libertarian",Crime and public safety,Donald Trump,Donald Trump,Unsure,Yes,Unsure,30-44,Male,Other,Non White College,College,South,22032,6
358,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,18-29,Female,White,White No College,No College,West,89183,6
382,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Democrat,Democrat,I did not vote,Other,Donald Trump,Donald Trump,Kamala Harris,Yes,No,30-44,Male,White,White College,College,West,92616,6
387,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Donald Trump, the Republican",The economy and jobs,Kamala Harris,Donald Trump,Kamala Harris,No,Yes,45-64,Male,White,White College,College,Northeast,12047,6
448,Certain,Not at all,Sometimes,"Kamala Harris, the Democrat",Republican,Republican,I did not vote,The economy and jobs,Unsure,Donald Trump,Unsure,No,Yes,45-64,Female,White,White College,College,Midwest,62297,6
505,Likely,Very,Rarely,"Donald Trump, the Republican",Independent,Neither,I did not vote,Immigration and border security,Donald Trump,Donald Trump,Unsure,Yes,Unsure,45-64,Female,White,White No College,No College,Northeast,19014,6
544,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,18-29,Female,Hispanic,Non White No College,No College,Midwest,66605,6
553,Likely,Very,Rarely,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Female,White,White No College,No College,Midwest,62221,6
594,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Republican,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,58047,6
610,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Republican,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Female,Hispanic,Non White No College,No College,West,59401,6
635,Likely,Somewhat,Sometimes,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Female,White,White No College,No College,Midwest,58854,6
643,Likely,Not very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,Democrat,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Unsure,Donald Trump,Yes,Yes,18-29,Female,White,White No College,No College,South,79765,6
644,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Yes,45-64,Female,White,White No College,No College,Northeast,06790,6
652,Neither Likely nor Unlikely,Very,Sometimes,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Healthcare,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Female,Black or African American,Non White No College,No College,Northeast,08015,6
674,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Female,White,White No College,No College,Midwest,61832,6
715,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Female,Other,Non White No College,No College,West,90062,6
720,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Yes,45-64,Female,White,White No College,No College,South,38125,6
746,Likely,Very,Rarely,"Donald Trump, the Republican",Republican,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Female,Hispanic,Non White No College,No College,Northeast,06109,6
776,Likely,Not very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Donald Trump,Kamala Harris,Unsure,Unsure,45-64,Female,White,White No College,No College,South,42276,6
798,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Female,White,White College,College,South,76008,6
831,Certain,Somewhat,Rarely,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Kamala Harris,Unsure,Unsure,No,Yes,45-64,Female,Hispanic,Non White College,College,West,80012,6
860,Likely,Not at all,Recently registered to vote,"Kamala Harris, the Democrat",Democrat,Democrat,I did not vote,Other,Unsure,Kamala Harris,Kamala Harris,No,No,45-64,Female,White,White No College,No College,South,75979,6
887,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Unsure,No,30-44,Female,White,White No College,No College,South,24118,6
950,Neither Likely nor Unlikely,Very,Sometimes,"Kamala Harris, the Democrat",Democrat,Democrat,"Joe Biden, the Democrat",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,No,30-44,Female,Other,Non White College,College,Midwest,68503,6
960,Neither Likely nor Unlikely,Somewhat,Recently registered to vote,"Kamala Harris, the Democrat",Democrat,,I did not vote,Crime and public safety,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,No,18-29,Female,Black or African American,Non White No College,No College,South,71108,6
1003,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,No,No,30-44,Female,White,White College,College,Midwest,60062,6
1012,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Democrat,Democrat,I did not vote,The economy and jobs,Unsure,Donald Trump,Kamala Harris,Yes,Yes,45-64,Female,White,White No College,No College,South,74601,6
1054,Likely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Gun rights and restrictions,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Yes,45-64,Male,Hispanic,Non White College,College,Northeast,19111,6
1055,Likely,Not very,Only in presidential elections,"Donald Trump, the Republican",Republican,Republican,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,No,No,45-64,Male,Hispanic,Non White College,College,Northeast,18020,6
13,Likely,Not very,Sometimes,"Donald Trump, the Republican",Democrat,Democrat,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,30-44,Female,White,White No College,No College,South,35603,5
166,Likely,Not very,Sometimes,"Kamala Harris, the Democrat",Independent,Neither,I did not vote,The economy and jobs,Unsure,Unsure,Kamala Harris,No,Unsure,45-64,Female,White,White College,College,Midwest,62563,5
289,Likely,Not at all,Only in presidential elections,"Kamala Harris, the Democrat",Independent,Neither,I did not vote,Abortion rights and restrictions,Unsure,Unsure,Kamala Harris,Unsure,Unsure,45-64,Female,White,White College,College,West,85254,5
422,Likely,Not very,Sometimes,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Unsure,45-64,Male,Black or African American,Non White No College,No College,South,40160,5
507,Neither Likely nor Unlikely,Somewhat,Only in presidential elections,"Donald Trump, the Republican",Democrat,Democrat,"Donald Trump, the Republican",The economy and jobs,Kamala Harris,Donald Trump,Kamala Harris,Yes,Yes,30-44,Male,White,White College,College,South,27524,5
750,Likely,Not very,Sometimes,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,Yes,Unsure,30-44,Female,Other,Non White College,College,South,YO255DP,5
845,Likely,Not very,Sometimes,"Donald Trump, the Republican",Republican,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Yes,30-44,Female,White,White No College,No College,Midwest,46562,5
874,Likely,Not very,Sometimes,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Unsure,Donald Trump,Donald Trump,Yes,Yes,65+,Female,White,White No College,No College,South,40243,5
76,Unlikely,Very,Sometimes,"Donald Trump, the Republican",Republican,Republican,I did not vote,Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Male,White,White No College,No College,West,81501,4
110,Neither Likely nor Unlikely,Very,Rarely,"Donald Trump, the Republican",Democrat,,"Joe Biden, the Democrat",Healthcare,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,30-44,Female,Black or African American,Non White No College,No College,Northeast,13775,4
127,Likely,Somewhat,Rarely,"Donald Trump, the Republican",Democrat,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Unsure,No,18-29,Female,Black or African American,Non White No College,No College,South,73064,4
142,Likely,Somewhat,Rarely,"Kamala Harris, the Democrat",Democrat,Democrat,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Female,White,White No College,No College,South,22314,4
217,Neither Likely nor Unlikely,Very,Rarely,"Donald Trump, the Republican",Republican,,I did not vote,Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Unsure,No,45-64,Female,White,White No College,No College,Northeast,07735,4
249,Likely,Somewhat,Rarely,"Donald Trump, the Republican",Republican,Republican,I did not vote,Crime and public safety,Unsure,Donald Trump,Unsure,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,60137,4
432,Likely,Not at all,Sometimes,"Donald Trump, the Republican",Republican,Republican,"Donald Trump, the Republican",Healthcare,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,52601,4
456,Likely,Not at all,Sometimes,"Kamala Harris, the Democrat",Republican,Republican,"Donald Trump, the Republican",Abortion rights and restrictions,Donald Trump,Donald Trump,Kamala Harris,Yes,No,45-64,Female,White,White College,College,West,85305,4
466,Likely,Somewhat,Rarely,"Kamala Harris, the Democrat",Democrat,Democrat,I did not vote,Crime and public safety,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,No,65+,Male,Black or African American,Non White No College,No College,West,93550,4
497,Likely,Not at all,Sometimes,"Donald Trump, the Republican",Democrat,,I did not vote,Crime and public safety,Unsure,Donald Trump,Kamala Harris,Yes,Unsure,45-64,Female,White,White No College,No College,South,30180,4
546,Likely,Not at all,Sometimes,"Kamala Harris, the Democrat",Independent,Neither,"Joe Biden, the Democrat",Other,Kamala Harris,Donald Trump,Kamala Harris,Unsure,Yes,45-64,Female,White,White College,College,Northeast,08520,4
586,Neither Likely nor Unlikely,Very,Rarely,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,44109,4
614,Neither Likely nor Unlikely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Republican,,"Joe Biden, the Democrat",Gun rights and restrictions,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,Other,Non White No College,No College,South,77520,4
615,Likely,Somewhat,Rarely,Undecided,Independent,Neither,I did not vote,The economy and jobs,Unsure,Unsure,Unsure,Unsure,Unsure,30-44,Male,Black or African American,Non White No College,No College,South,30179,4
658,Neither Likely nor Unlikely,Somewhat,Sometimes,"Donald Trump, the Republican",Independent,Neither,"Donald Trump, the Republican",Abortion rights and restrictions,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,30-44,Female,White,White No College,No College,Northeast,08069,4
667,Neither Likely nor Unlikely,Somewhat,Sometimes,"Donald Trump, the Republican",Republican,,I did not vote,Threats to democracy and corruption,Donald Trump,Donald Trump,Donald Trump,Unsure,Unsure,45-64,Female,White,White No College,No College,Midwest,47432,4
675,Neither Likely nor Unlikely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Unsure,45-64,Female,Black or African American,Non White No College,No College,South,19933,4
848,Neither Likely nor Unlikely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Democrat,,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,No,45-64,Female,Other,Non White No College,No College,Midwest,63119,4
854,Neither Likely nor Unlikely,Very,Rarely,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Female,White,White College,College,South,77098,4
880,Likely,Somewhat,Rarely,"Donald Trump, the Republican",Republican,,I did not vote,The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Unsure,Unsure,45-64,Female,White,White No College,No College,South,28376,4
1029,Neither Likely nor Unlikely,Somewhat,Sometimes,"Kamala Harris, the Democrat",Independent,Neither,I did not vote,The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,30-44,Male,White,White No College,No College,West,94014,4
114,Neither Likely nor Unlikely,Not at all,Only in presidential elections,"Donald Trump, the Republican",Democrat,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Unsure,Donald Trump,No,No,30-44,Male,Black or African American,Non White No College,No College,West,91384,3
